City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Tucuman,AR,-26.8241,-65.2226,82.4,30,75,20.71,smoke
701,Dwarka,IN,22.2394,68.9678,81.57,70,2,11.72,clear sky
702,Takoradi,GH,4.8845,-1.7554,76.08,91,7,7.47,clear sky
703,Lufkin,US,31.3382,-94.7291,86.85,37,0,5.75,clear sky
704,Bayir,TR,37.2687,28.2167,61.32,47,0,5.5,clear sky
705,Novouzensk,RU,50.4592,48.1431,57.76,82,100,9.15,overcast clouds
706,Kloulklubed,PW,7.0419,134.2556,73.9,74,69,8.52,broken clouds
707,Gazanjyk,TM,39.2446,55.5154,63.25,10,0,15.46,clear sky
708,Cabra,ES,37.4725,-4.4421,70.45,61,3,5.95,clear sky
709,Abu Dhabi,AE,24.4667,54.3667,86.97,84,0,8.7,clear sky
710,Piacabucu,BR,-10.4056,-36.4344,79.03,76,6,7.18,clear sky
711,Annau,TM,37.8876,58.516,60.3,20,0,6.91,clear sky
712,Port Blair,IN,11.6667,92.75,80.19,83,100,13.29,overcast clouds
713,Sumbe,AO,-11.2061,13.8437,73.83,85,58,9.44,broken clouds
